Sample Name	Protocol REF	Comment[sequencing center]	Parameter Value[sequencing technology]	Parameter Value[library type]	Parameter Value[mean paired end distance]	Unit	Term Source REF	Term Accession Number	Parameter Value[mean read length]	Unit	Term Source REF	Term Accession Number	Comment[Mean Coverage per Sample]	Assay Name	Raw Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[Data Record URI]	Comment[location of sequence data on GIAB ftp site]	Factor Value[ancestry]
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 56	SRX1049823	NCBI Sequence Read Archive	SRX1049823	http://www.ncbi.nlm.nih.gov/sra/SRX1049823	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 57	SRX1049824	NCBI Sequence Read Archive	SRX1049824	http://www.ncbi.nlm.nih.gov/sra/SRX1049824	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 58	SRX1049825	NCBI Sequence Read Archive	SRX1049825	http://www.ncbi.nlm.nih.gov/sra/SRX1049825	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 59	SRX1049826	NCBI Sequence Read Archive	SRX1049826	http://www.ncbi.nlm.nih.gov/sra/SRX1049826	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 60	SRX1049827	NCBI Sequence Read Archive	SRX1049827	http://www.ncbi.nlm.nih.gov/sra/SRX1049827	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 61	SRX1049828	NCBI Sequence Read Archive	SRX1049828	http://www.ncbi.nlm.nih.gov/sra/SRX1049828	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 62	SRX1049829	NCBI Sequence Read Archive	SRX1049829	http://www.ncbi.nlm.nih.gov/sra/SRX1049829	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 63	SRX1049830	NCBI Sequence Read Archive	SRX1049830	http://www.ncbi.nlm.nih.gov/sra/SRX1049830	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 64	SRX1049831	NCBI Sequence Read Archive	SRX1049831	http://www.ncbi.nlm.nih.gov/sra/SRX1049831	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 65	SRX1049832	NCBI Sequence Read Archive	SRX1049832	http://www.ncbi.nlm.nih.gov/sra/SRX1049832	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 66	SRX1049833	NCBI Sequence Read Archive	SRX1049833	http://www.ncbi.nlm.nih.gov/sra/SRX1049833	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 67	SRX1049834	NCBI Sequence Read Archive	SRX1049834	http://www.ncbi.nlm.nih.gov/sra/SRX1049834	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 68	SRX1049835	NCBI Sequence Read Archive	SRX1049835	http://www.ncbi.nlm.nih.gov/sra/SRX1049835	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 69	SRX1049836	NCBI Sequence Read Archive	SRX1049836	http://www.ncbi.nlm.nih.gov/sra/SRX1049836	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 70	SRX1049837	NCBI Sequence Read Archive	SRX1049837	http://www.ncbi.nlm.nih.gov/sra/SRX1049837	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 71	SRX1049838	NCBI Sequence Read Archive	SRX1049838	http://www.ncbi.nlm.nih.gov/sra/SRX1049838	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 72	SRX1049839	NCBI Sequence Read Archive	SRX1049839	http://www.ncbi.nlm.nih.gov/sra/SRX1049839	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 73	SRX1049840	NCBI Sequence Read Archive	SRX1049840	http://www.ncbi.nlm.nih.gov/sra/SRX1049840	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 74	SRX1049841	NCBI Sequence Read Archive	SRX1049841	http://www.ncbi.nlm.nih.gov/sra/SRX1049841	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 75	SRX1049842	NCBI Sequence Read Archive	SRX1049842	http://www.ncbi.nlm.nih.gov/sra/SRX1049842	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 76	SRX1049843	NCBI Sequence Read Archive	SRX1049843	http://www.ncbi.nlm.nih.gov/sra/SRX1049843	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 77	SRX1049844	NCBI Sequence Read Archive	SRX1049844	http://www.ncbi.nlm.nih.gov/sra/SRX1049844	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 78	SRX1049845	NCBI Sequence Read Archive	SRX1049845	http://www.ncbi.nlm.nih.gov/sra/SRX1049845	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 79	SRX1049846	NCBI Sequence Read Archive	SRX1049846	http://www.ncbi.nlm.nih.gov/sra/SRX1049846	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 80	SRX1049847	NCBI Sequence Read Archive	SRX1049847	http://www.ncbi.nlm.nih.gov/sra/SRX1049847	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 81	SRX1049848	NCBI Sequence Read Archive	SRX1049848	http://www.ncbi.nlm.nih.gov/sra/SRX1049848	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 82	SRX1049849	NCBI Sequence Read Archive	SRX1049849	http://www.ncbi.nlm.nih.gov/sra/SRX1049849	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 83	SRX1049850	NCBI Sequence Read Archive	SRX1049850	http://www.ncbi.nlm.nih.gov/sra/SRX1049850	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 84	SRX1049851	NCBI Sequence Read Archive	SRX1049851	http://www.ncbi.nlm.nih.gov/sra/SRX1049851	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 85	SRX1049852	NCBI Sequence Read Archive	SRX1049852	http://www.ncbi.nlm.nih.gov/sra/SRX1049852	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 86	SRX1049853	NCBI Sequence Read Archive	SRX1049853	http://www.ncbi.nlm.nih.gov/sra/SRX1049853	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 87	SRX1049854	NCBI Sequence Read Archive	SRX1049854	http://www.ncbi.nlm.nih.gov/sra/SRX1049854	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG001	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG001_Illumina paired end WGS_replicate 88	SRX1049855	NCBI Sequence Read Archive	SRX1049855	http://www.ncbi.nlm.nih.gov/sra/SRX1049855	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/NA12878/NIST_NA12878_HG001_HiSeq_300x	Caucasian
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 1	SRX847862	NCBI Sequence Read Archive	SRX847862	http://www.ncbi.nlm.nih.gov/sra/SRX847862	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 2	SRX847863	NCBI Sequence Read Archive	SRX847863	http://www.ncbi.nlm.nih.gov/sra/SRX847863	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 3	SRX847864	NCBI Sequence Read Archive	SRX847864	http://www.ncbi.nlm.nih.gov/sra/SRX847864	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 4	SRX847865	NCBI Sequence Read Archive	SRX847865	http://www.ncbi.nlm.nih.gov/sra/SRX847865	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 5	SRX847866	NCBI Sequence Read Archive	SRX847866	http://www.ncbi.nlm.nih.gov/sra/SRX847866	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 6	SRX847867	NCBI Sequence Read Archive	SRX847867	http://www.ncbi.nlm.nih.gov/sra/SRX847867	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 7	SRX847868	NCBI Sequence Read Archive	SRX847868	http://www.ncbi.nlm.nih.gov/sra/SRX847868	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 8	SRX847869	NCBI Sequence Read Archive	SRX847869	http://www.ncbi.nlm.nih.gov/sra/SRX847869	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 9	SRX847870	NCBI Sequence Read Archive	SRX847870	http://www.ncbi.nlm.nih.gov/sra/SRX847870	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 10	SRX847871	NCBI Sequence Read Archive	SRX847871	http://www.ncbi.nlm.nih.gov/sra/SRX847871	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 11	SRX847872	NCBI Sequence Read Archive	SRX847872	http://www.ncbi.nlm.nih.gov/sra/SRX847872	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 12	SRX847873	NCBI Sequence Read Archive	SRX847873	http://www.ncbi.nlm.nih.gov/sra/SRX847873	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 13	SRX847874	NCBI Sequence Read Archive	SRX847874	http://www.ncbi.nlm.nih.gov/sra/SRX847874	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 14	SRX847875	NCBI Sequence Read Archive	SRX847875	http://www.ncbi.nlm.nih.gov/sra/SRX847875	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 15	SRX847876	NCBI Sequence Read Archive	SRX847876	http://www.ncbi.nlm.nih.gov/sra/SRX847876	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 16	SRX847877	NCBI Sequence Read Archive	SRX847877	http://www.ncbi.nlm.nih.gov/sra/SRX847877	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 17	SRX847878	NCBI Sequence Read Archive	SRX847878	http://www.ncbi.nlm.nih.gov/sra/SRX847878	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 18	SRX847879	NCBI Sequence Read Archive	SRX847879	http://www.ncbi.nlm.nih.gov/sra/SRX847879	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
HG002	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG002_Illumina paired end WGS_replicate 19	SRX847880	NCBI Sequence Read Archive	SRX847880	http://www.ncbi.nlm.nih.gov/sra/SRX847880	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG002_NA24385_son/NIST_HiSeq_HG002_Homogeneity-10953946/HG002_HiSeq300x_fastq/	Ashkenazi Jewish
